trans_date_trans_time,merchant,category,amt,gender,city,state,zip,city_pop,job,hour,day,month,day_of_week,age,distance,is_fraud,fraud_label,fraud_prob,predicted_fraud,predicted_label,risk_level,lat,long,merch_lat,merch_long
2019-01-01 03:12:23,fraud_Bins-Rice,gas_transport,49.1,F,Westerville,NE,68881,73,Product designer,3,1,1,1,83,0.9908764119389428,0,Legitimate,0.1294047619047619,0,Legitimate,Low,41.4193,-99.3844,40.722191,-98.680216
2019-01-01 03:12:40,fraud_Grimes LLC,entertainment,1.25,F,Ash Flat,AR,72513,2856,Hydrologist,3,1,1,1,92,1.0090760950859954,0,Legitimate,0.2423145743145742,0,Legitimate,Low,36.2201,-91.6421,35.354207,-91.123965
2019-01-01 03:12:57,"fraud_Cormier, Stracke and Thiel",entertainment,3.14,M,Honokaa,HI,96727,4878,Physiotherapist,3,1,1,1,52,0.9203763438115948,0,Legitimate,0.2002059884559884,0,Legitimate,Low,20.0827,-155.488,20.995398,-155.36936200000002
2019-01-01 03:13:46,"fraud_Tillman, Fritsch and Schmitt",misc_net,1.53,F,Keisterville,PA,15449,184,Systems developer,3,1,1,1,73,0.3878126364173748,0,Legitimate,0.0998677988677988,0,Legitimate,Low,39.9636,-79.7853,39.918242,-80.170451
2019-01-01 03:14:48,fraud_Hudson-Ratke,grocery_pos,56.83,M,Clarinda,IA,51632,7297,IT trainer,3,1,1,1,28,0.2563456094962407,0,Legitimate,0.0586944444444444,0,Legitimate,Low,40.7491,-95.038,40.808208,-95.287438
2019-01-01 03:15:26,fraud_Christiansen-Gusikowski,misc_pos,464.74,M,Rock Tavern,NY,12575,2258,Building surveyor,3,1,1,1,81,0.3562413561688171,0,Legitimate,0.3907990620490619,0,Legitimate,Medium,41.4575,-74.1659,41.430203000000006,-74.52109399999999
2019-01-01 03:15:42,"fraud_Gottlieb, Considine and Schultz",shopping_net,6.32,F,Llano,NM,87543,247,Architectural technologist,3,1,1,1,57,0.950664021200446,0,Legitimate,0.0975454545454545,0,Legitimate,Low,36.1486,-105.6648,36.867679,-105.042958
2019-01-01 03:16:02,"fraud_Schultz, Simonis and Little",grocery_pos,78.08,F,Altair,TX,77412,106,"Editor, film/video",3,1,1,1,35,1.0592737069756797,0,Legitimate,0.1216746031746031,0,Legitimate,Low,29.6047,-96.5249,28.778073,-95.862519
2019-01-01 03:16:25,fraud_Vandervort-Funk,grocery_pos,123.0,M,Harrodsburg,IN,47434,76,Social researcher,3,1,1,1,63,1.0674820331401258,0,Legitimate,0.096032722179781,0,Legitimate,Low,39.013000000000005,-86.5457,39.466694,-85.579429
2019-01-01 03:18:00,"fraud_Jenkins, Hauck and Friesen",gas_transport,44.68,F,Carlotta,CA,95528,1139,"Therapist, occupational",3,1,1,1,67,0.2446417810534412,0,Legitimate,0.103481684981685,0,Legitimate,Low,40.507,-123.9743,40.459474,-124.214281
2019-01-01 03:21:04,fraud_Koepp-Witting,grocery_pos,89.7,M,Wittenberg,WI,54499,3223,Senior tax professional/tax inspector,3,1,1,1,64,0.7467021102347317,0,Legitimate,0.0487899877899878,0,Legitimate,Low,44.8232,-89.1665,44.20441,-88.748573
2019-01-01 03:24:07,fraud_Cummerata-Jones,gas_transport,69.3,M,Ballwin,MO,63021,92608,"Engineer, communications",3,1,1,1,17,0.5646254604257614,0,Legitimate,0.0796547619047619,0,Legitimate,Low,38.577,-90.5255,38.166105,-90.912756
2019-01-01 03:25:25,fraud_Reichel Inc,entertainment,51.64,F,Blackville,SC,29817,4913,Technical brewer,3,1,1,1,52,0.3455830752814761,0,Legitimate,0.0822907647907647,0,Legitimate,Low,33.3645,-81.2718,33.630045,-81.492964
2019-01-01 03:26:12,fraud_Prohaska-Murray,gas_transport,71.06,F,Des Moines,IA,50312,222785,Wellsite geologist,3,1,1,1,62,0.7830865246478188,0,Legitimate,0.1381233766233766,0,Legitimate,Low,41.5855,-93.6719,41.682353000000006,-92.894826
2019-01-01 03:27:19,"fraud_Parker, Nolan and Trantow",entertainment,143.18,M,Auburn,ME,4210,23045,Tourist information centre manager,3,1,1,1,60,0.5948912398287619,0,Legitimate,0.1604137806637807,0,Legitimate,Low,44.0948,-70.23899999999999,44.676757,-70.115624
2019-01-01 03:27:51,fraud_Volkman Ltd,misc_net,158.49,M,Dadeville,AL,36853,8269,Minerals surveyor,3,1,1,1,41,0.600751285932031,0,Legitimate,0.0586785714285714,0,Legitimate,Low,32.8224,-85.7704,32.823643,-85.16965
2019-01-01 03:28:02,"fraud_Streich, Hansen and Veum",gas_transport,61.08,F,New Goshen,IN,47863,205,"Engineer, mining",3,1,1,1,58,0.8269385048170165,0,Legitimate,0.1008968253968254,0,Legitimate,Low,39.5803,-87.4616,40.134218,-88.07560500000001
2019-01-01 03:30:49,fraud_Deckow-O'Conner,grocery_pos,145.21,M,Mallie,KY,41836,798,Facilities manager,3,1,1,1,92,0.4896361055937346,0,Legitimate,0.0424166666666666,0,Legitimate,Low,37.2692,-82.9161,37.693205,-82.671226
2019-01-01 03:31:17,fraud_Brekke and Sons,gas_transport,52.53,F,Wilton,ND,58579,1190,"Designer, ceramics/pottery",3,1,1,1,70,0.9634991224842946,0,Legitimate,0.0644047619047619,0,Legitimate,Low,47.1709,-100.7944,46.339438,-100.307572
2019-01-01 03:31:41,"fraud_Raynor, Reinger and Hagenes",gas_transport,58.23,M,Ollie,IA,52576,568,Commercial horticulturist,3,1,1,1,49,0.8836922298656855,0,Legitimate,0.0845873015873015,0,Legitimate,Low,41.2001,-92.1354,41.809397,-92.775454
2019-01-01 03:35:15,fraud_Kutch LLC,gas_transport,77.01,F,Mifflin,PA,17058,1909,Mining engineer,3,1,1,1,64,1.0002542748826522,0,Legitimate,0.0671190476190476,0,Legitimate,Low,40.5553,-77.4001,40.494014,-78.398475
2019-01-01 03:35:27,fraud_Barton Inc,grocery_pos,122.89,M,Amsterdam,OH,43903,2208,Mental health nurse,3,1,1,1,57,1.1461422859963746,0,Legitimate,0.0554454205924794,0,Legitimate,Low,40.4731,-80.9596,41.209485,-81.837882
2019-01-01 03:35:56,fraud_Goodwin-Nitzsche,grocery_pos,94.23,M,Acworth,NH,3601,477,Naval architect,3,1,1,1,30,1.1318786931579794,0,Legitimate,0.0704343434343434,0,Legitimate,Low,43.196000000000005,-72.3001,42.450395,-71.4485
2019-01-01 03:37:04,fraud_Corwin-Collins,gas_transport,67.36,M,Manderson,SD,57756,1126,Volunteer coordinator,3,1,1,1,38,0.7628534742983062,0,Legitimate,0.08225,0,Legitimate,Low,43.3526,-102.5411,44.088943,-102.74046
2019-01-01 03:37:16,fraud_Dooley-Thompson,misc_net,8.93,M,Holliday,TX,76366,2317,Chief Technology Officer,3,1,1,1,54,1.231157248590525,0,Legitimate,0.2207380397380397,0,Legitimate,Low,33.6751,-98.6576,32.878269,-97.719086
2019-01-01 03:37:43,"fraud_Goldner, Kovacek and Abbott",grocery_pos,111.81,M,Dumont,CO,80436,565,Mental health nurse,3,1,1,1,40,0.710515813660043,0,Legitimate,0.0532222222222222,0,Legitimate,Low,39.7532,-105.6356,40.417719,-105.38411
2019-01-01 03:39:30,fraud_McDermott-Rice,misc_pos,1.27,F,Camden,NY,13316,6460,Building control surveyor,3,1,1,1,59,0.6204325831135903,0,Legitimate,0.1185808080808081,0,Legitimate,Low,43.3392,-75.7543,43.937917,-75.91701
2019-01-01 03:39:45,fraud_Koepp-Witting,grocery_pos,93.78,M,Big Creek,KY,40914,467,"Psychologist, forensic",3,1,1,1,34,0.9405883856783546,0,Legitimate,0.05634477124183,0,Legitimate,Low,37.1046,-83.5706,37.980808,-83.228597
2019-01-01 03:42:00,fraud_Flatley Group,misc_pos,3.43,F,Manor,PA,15665,1472,Public affairs consultant,3,1,1,1,77,0.8156925312027798,0,Legitimate,0.0741666666666666,0,Legitimate,Low,40.3359,-79.6607,39.748546000000005,-79.094688
2019-01-01 03:42:46,fraud_Turcotte-Halvorson,misc_pos,1.14,M,Arcadia,MI,49613,680,"Designer, jewellery",3,1,1,1,52,1.0862886676579122,0,Legitimate,0.0981741363211951,0,Legitimate,Low,44.5232,-86.2061,45.290031,-85.436689
2019-01-01 03:42:50,fraud_Lynch Ltd,shopping_pos,7.09,M,Payson,IL,62360,1656,Exhibition designer,3,1,1,1,49,1.1614117462063178,0,Legitimate,0.1085550887021475,0,Legitimate,Low,39.8153,-91.2627,40.738949,-91.966795
2019-01-01 03:45:11,"fraud_Christiansen, Goyette and Schamberger",gas_transport,47.65,F,Birmingham,IA,52535,888,Camera operator,3,1,1,1,30,0.8716022807318693,0,Legitimate,0.1070079365079365,0,Legitimate,Low,40.8626,-91.9534,41.703284,-91.723311
2019-01-01 03:45:30,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,511.09,M,Grenada,CA,96038,589,Systems analyst,3,1,1,1,73,1.2102682968243068,0,Legitimate,0.3706764069264068,0,Legitimate,Medium,41.6125,-122.5258,42.412743,-121.617857
2019-01-01 03:45:42,fraud_Gutmann Ltd,grocery_net,73.77,F,Creola,OH,45622,321,"Copywriter, advertising",3,1,1,1,39,0.3179076415328632,0,Legitimate,0.1121428571428571,0,Legitimate,Low,39.3543,-82.50299999999999,39.368373,-82.185404
2019-01-01 03:47:20,fraud_Sporer Inc,gas_transport,68.23,F,Texarkana,AR,71854,36438,Surgeon,3,1,1,1,33,0.1290412792636604,0,Legitimate,0.1091190476190476,0,Legitimate,Low,33.431,-93.8765,33.347773,-93.975115
2019-01-01 03:47:28,fraud_Bauch-Raynor,grocery_pos,205.79,F,Philadelphia,PA,19149,1526206,Structural engineer,3,1,1,1,33,0.982880238727492,0,Legitimate,0.0919761904761904,0,Legitimate,Low,40.0369,-75.0664,40.650005,-74.29818399999999
2019-01-01 03:49:16,fraud_Kilback LLC,grocery_pos,68.96,F,Fullerton,NE,68638,1749,"Surveyor, mining",3,1,1,1,45,0.7688266120316173,0,Legitimate,0.0617182539682539,0,Legitimate,Low,41.36600000000001,-98.0054,41.182138,-98.751918
2019-01-01 03:49:40,fraud_Cartwright-Harris,grocery_pos,62.03,M,Ruckersville,VA,22968,9815,"Designer, ceramics/pottery",3,1,1,1,43,0.95764109942399,0,Legitimate,0.0623412698412698,0,Legitimate,Low,38.2586,-78.4074,39.202859,-78.247865
2019-01-01 03:49:49,fraud_Runolfsson and Sons,grocery_net,30.69,F,Blooming Grove,TX,76626,1563,Financial adviser,3,1,1,1,40,0.8867883410831578,0,Legitimate,0.1,0,Legitimate,Low,32.0758,-96.701,31.7063,-97.507141
2019-01-01 03:49:56,fraud_Block Group,misc_pos,1.1,F,West Sayville,NY,11796,4056,Film/video editor,3,1,1,1,28,0.2830044854573858,0,Legitimate,0.2955305527805525,0,Legitimate,Medium,40.732,-73.1,40.47841,-72.974367
2019-01-01 03:50:05,fraud_Bahringer-Larson,grocery_net,72.9,F,Marietta,SC,29661,5648,Museum/gallery exhibitions officer,3,1,1,1,84,0.5278799822128121,0,Legitimate,0.1031904761904762,0,Legitimate,Low,35.0296,-82.5136,35.276815,-82.047186
2019-01-01 03:50:59,fraud_Ledner-Pfannerstill,gas_transport,54.04,F,Comfort,WV,25049,630,Fine artist,3,1,1,1,59,0.4259945169412321,0,Legitimate,0.0753058608058608,0,Legitimate,Low,38.1372,-81.5962,38.315208,-81.20918
2019-01-01 03:51:28,fraud_Heathcote LLC,shopping_net,909.66,F,Louisville,KY,40202,736284,Engineering geologist,3,1,1,1,66,0.9984087851796964,0,Legitimate,0.7732539682539682,1,Fraudulent,High,38.2507,-85.7476,39.081318,-86.30158
2019-01-01 03:52:20,"fraud_Rowe, Batz and Goodwin",grocery_pos,103.31,F,Atglen,PA,19310,3066,Product manager,3,1,1,1,90,0.4806803461761222,0,Legitimate,0.040047619047619,0,Legitimate,Low,39.9458,-75.9703,40.363656,-75.732708
2019-01-01 03:54:07,fraud_VonRueden Group,grocery_net,105.38,F,North Loup,NE,68859,509,"Nurse, children's",3,1,1,1,38,0.8744545231771655,0,Legitimate,0.1097287581699346,0,Legitimate,Low,41.4972,-98.7858,41.271599,-99.630652
2019-01-01 03:54:59,fraud_Schmitt Inc,gas_transport,66.73,F,Grassflat,PA,16839,489,Pension scheme manager,3,1,1,1,62,0.2676312084417658,0,Legitimate,0.0522777777777777,0,Legitimate,Low,41.0036,-78.1104,40.965574,-78.375316
2019-01-01 03:55:27,fraud_Koepp-Witting,grocery_pos,92.62,F,Mill Creek,PA,17060,1334,Archaeologist,3,1,1,1,32,0.9199374315294538,0,Legitimate,0.051015873015873,0,Legitimate,Low,40.4679,-77.8967,40.827223,-78.74356
2019-01-01 03:56:02,fraud_Maggio-Fahey,misc_pos,75.6,M,Moores Hill,IN,47032,3289,Sub,3,1,1,1,49,1.2583463143733538,0,Legitimate,0.0690550887021475,0,Legitimate,Low,39.0945,-85.0638,39.886736,-84.086151
2019-01-01 03:56:13,"fraud_Haley, Jewess and Bechtelar",shopping_pos,2.49,F,Browning,MO,64630,602,Cytogeneticist,3,1,1,1,64,1.220309618449765,0,Legitimate,0.0683946608946608,0,Legitimate,Low,40.029,-93.1607,39.052625,-92.428684
2019-01-01 03:56:52,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,2.87,M,Dallas,TX,75236,1263321,"Designer, interior/spatial",3,1,1,1,66,0.9902511441230488,0,Legitimate,0.1068924963924963,0,Legitimate,Low,32.69,-96.9177,33.653674,-96.689819
2019-01-01 03:57:43,"fraud_Ruecker, Beer and Collier",shopping_net,87.91,M,Smithfield,IL,61477,631,Futures trader,3,1,1,1,45,0.7828168211018467,0,Legitimate,0.021,0,Legitimate,Low,40.4855,-90.2856,40.55495,-89.50587
2019-01-01 03:58:29,"fraud_Robel, Cummerata and Prosacco",gas_transport,75.1,F,Eureka,IL,61530,6713,Archivist,3,1,1,1,73,0.4227319296788463,0,Legitimate,0.1101601731601731,0,Legitimate,Low,40.7152,-89.2706,41.114699,-89.132387
2019-01-01 03:59:04,fraud_Jast-McDermott,shopping_pos,2.9,F,Cromona,KY,41810,502,Chief Financial Officer,3,1,1,1,58,0.4972459392232463,0,Legitimate,0.0460896603396603,0,Legitimate,Low,37.1788,-82.695,37.289605,-83.179743
2019-01-01 03:59:35,fraud_Harber Inc,gas_transport,57.43,M,Rock Tavern,NY,12575,2258,Building surveyor,3,1,1,1,81,0.5473889975017912,0,Legitimate,0.1670014430014429,0,Legitimate,Low,41.4575,-74.1659,41.573231,-74.70091500000001
2019-01-01 04:00:47,fraud_Hudson-Ratke,grocery_pos,122.86,M,Kent,OR,97033,60,Museum education officer,4,1,1,1,76,1.334264159042724,0,Legitimate,0.0698888888888888,0,Legitimate,Low,45.0838,-120.6649,44.189625,-121.655209
2019-01-01 04:00:55,"fraud_Bernier, Volkman and Hoeger",misc_net,7.77,M,Laredo,TX,78040,248858,Video editor,4,1,1,1,47,0.8248825605636236,0,Legitimate,0.2034050671550671,0,Legitimate,Low,27.5155,-99.4986,26.763749,-99.838161
2019-01-01 04:02:21,fraud_Heaney-Marquardt,entertainment,23.89,F,Harwood,MD,20776,3289,Quantity surveyor,4,1,1,1,85,0.6003052353628234,0,Legitimate,0.0786904761904761,0,Legitimate,Low,38.8582,-76.6145,39.366148,-76.29457
2019-01-01 04:02:55,fraud_Kutch LLC,gas_transport,46.24,F,Delhi,LA,71232,6581,Multimedia programmer,4,1,1,1,54,0.9118758224610496,0,Legitimate,0.0408787878787878,0,Legitimate,Low,32.3929,-91.4714,32.676083,-90.60461
2019-01-01 04:03:44,fraud_Bernhard Inc,gas_transport,68.34,F,Gadsden,AL,35901,67082,Physiological scientist,4,1,1,1,55,0.5421452494424389,0,Legitimate,0.065,0,Legitimate,Low,34.048,-85.9246,33.859978000000005,-86.433097
2019-01-01 04:03:53,fraud_Brekke and Sons,gas_transport,84.58,F,Holstein,NE,68950,331,Telecommunications researcher,4,1,1,1,68,0.9382534484551572,0,Legitimate,0.0116666666666666,0,Legitimate,Low,40.4542,-98.6538,40.310753000000005,-99.581023
2019-01-01 04:04:32,fraud_Hudson-Grady,shopping_pos,123.51,M,Brooklin,ME,4616,824,"Loss adjuster, chartered",4,1,1,1,44,0.8130367743374216,0,Legitimate,0.0653748196248196,0,Legitimate,Low,44.2541,-68.5565,44.192713,-69.367216
2019-01-01 04:06:45,"fraud_Towne, Walker and Borer",grocery_net,68.07,F,Diamond,OH,44412,2644,"Engineer, biomedical",4,1,1,1,35,0.9843810357036542,0,Legitimate,0.0335833333333333,0,Legitimate,Low,41.0935,-81.0425,41.364657,-81.988798
2019-01-01 04:07:22,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,494.44,F,Bay Minette,AL,36507,19090,Science writer,4,1,1,1,89,0.9933870949564382,0,Legitimate,0.3479469280719279,0,Legitimate,Medium,30.8635,-87.7644,29.992701,-87.286355
2019-01-01 04:08:02,fraud_Price Inc,shopping_net,8.61,F,Cromona,KY,41810,502,Chief Financial Officer,4,1,1,1,58,1.1396890465991243,0,Legitimate,0.0416904761904761,0,Legitimate,Low,37.1788,-82.695,37.813963,-83.641287
2019-01-01 04:08:38,fraud_Terry-Huel,shopping_net,9.52,F,Mound City,MO,64470,1631,Architect,4,1,1,1,65,0.3853963604291099,0,Legitimate,0.0519523809523809,0,Legitimate,Low,40.1362,-95.2138,39.790646,-95.043146
2019-01-01 04:09:45,fraud_McGlynn-Jaskolski,misc_pos,208.08,M,Washington,DC,20012,601723,"Optician, dispensing",4,1,1,1,48,0.7316587291114607,0,Legitimate,0.0587380952380952,0,Legitimate,Low,38.9757,-77.0282,39.480354,-77.557963
2019-01-01 04:12:45,fraud_Kihn-Fritsch,food_dining,30.12,F,Higganum,CT,6441,5438,"Librarian, academic",4,1,1,1,54,1.0412900630218145,0,Legitimate,0.0666132201132201,0,Legitimate,Low,41.4682,-72.5751,41.101428000000006,-73.549658
2019-01-01 04:13:00,fraud_Mayert Group,shopping_pos,5.15,F,Naples,FL,34112,276002,"Pilot, airline",4,1,1,1,84,0.7380985604971684,0,Legitimate,0.0912023809523809,0,Legitimate,Low,26.1184,-81.7361,26.115288,-80.998008
2019-01-01 04:13:37,fraud_Bauch-Raynor,grocery_pos,132.23,M,Ashfield,MA,1330,1506,"Production assistant, radio",4,1,1,1,58,0.5264209542533382,0,Legitimate,0.0236666666666666,0,Legitimate,Low,42.5232,-72.811,42.079574,-73.094399
2019-01-01 04:14:13,fraud_Eichmann-Russel,misc_pos,35.0,M,Fiddletown,CA,95629,832,Immigration officer,4,1,1,1,31,0.6993573760488988,0,Legitimate,0.050063492063492,0,Legitimate,Low,38.5234,-120.6763,38.370985,-121.358847
2019-01-01 04:14:32,fraud_Miller-Harris,misc_net,5.88,M,Andrews,IN,46702,2304,Retail banker,4,1,1,1,63,0.1265085021964953,0,Legitimate,0.0851607142857143,0,Legitimate,Low,40.8618,-85.6067,40.788738,-85.503422
2019-01-01 04:15:24,"fraud_Heller, Gutmann and Zieme",grocery_pos,203.26,F,Huntington Beach,CA,92648,190249,"Therapist, horticultural",4,1,1,1,42,0.7313924407060788,0,Legitimate,0.0359010989010988,0,Legitimate,Low,33.6773,-118.0051,33.010001,-117.705689
2019-01-01 04:18:10,"fraud_Heller, Gutmann and Zieme",grocery_pos,208.58,F,Holcomb,KS,67851,2691,Arboriculturist,4,1,1,1,25,1.189620096005869,0,Legitimate,0.0920238095238095,0,Legitimate,Low,37.9931,-100.9893,38.789411,-101.87309
2019-01-01 04:18:39,fraud_Cummerata-Jones,gas_transport,57.69,M,Westport,KY,40077,564,Pensions consultant,4,1,1,1,22,0.6291657921088745,0,Legitimate,0.0739166666666666,0,Legitimate,Low,38.4921,-85.4524,38.274726,-84.86197800000001
2019-01-01 04:19:01,fraud_Schumm PLC,shopping_net,9.46,M,Boulder,MT,59632,1939,Patent attorney,4,1,1,1,51,0.8794087288684356,0,Legitimate,0.0801666666666666,0,Legitimate,Low,46.2306,-112.1138,45.827231,-112.895243
2019-01-01 04:19:04,"fraud_Reichert, Huels and Hoppe",shopping_net,1.91,F,Manor,PA,15665,1472,Public affairs consultant,4,1,1,1,77,0.9648648473335468,0,Legitimate,0.0401706349206349,0,Legitimate,Low,40.3359,-79.6607,41.144024,-80.187862
2019-01-01 04:20:39,"fraud_Greenfelder, Bartoletti and Davis",misc_net,4.86,M,Comfrey,MN,56019,914,Health and safety adviser,4,1,1,1,74,0.9922566643227988,0,Legitimate,0.0319621212121212,0,Legitimate,Low,44.1111,-94.9134,45.004997,-95.344122
2019-01-01 04:21:52,"fraud_Schultz, Simonis and Little",grocery_pos,74.47,F,Creola,OH,45622,321,"Copywriter, advertising",4,1,1,1,39,0.1279072979934984,0,Legitimate,0.0401601731601731,0,Legitimate,Low,39.3543,-82.50299999999999,39.469328,-82.447064
2019-01-01 04:21:55,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,49.58,M,Heidelberg,MS,39439,4573,"Exhibitions officer, museum/gallery",4,1,1,1,30,1.028463826399838,0,Legitimate,0.0170238095238095,0,Legitimate,Low,31.882,-88.9981,31.286058,-89.83630699999999
2019-01-01 04:22:26,fraud_Hermann-Gaylord,misc_pos,56.98,F,Lebanon,VA,24266,9521,"Teacher, English as a foreign language",4,1,1,1,41,1.2453724622878983,0,Legitimate,0.0544789179074893,0,Legitimate,Low,36.8809,-82.0956,37.867296,-81.335353
2019-01-01 04:22:51,fraud_Corwin-Gorczany,misc_net,8.34,M,Powell,TN,37849,25459,"Teacher, special educational needs",4,1,1,1,49,1.1194931782561222,0,Legitimate,0.1466990786990787,0,Legitimate,Low,36.0435,-84.04,37.022409,-84.583141
2019-01-01 04:23:03,"fraud_Schaefer, Maggio and Daugherty",gas_transport,81.72,M,Heidelberg,MS,39439,4573,"Exhibitions officer, museum/gallery",4,1,1,1,30,0.4166611019089788,0,Legitimate,0.0388095238095238,0,Legitimate,Low,31.882,-88.9981,31.86215,-89.414288
2019-01-01 04:23:33,fraud_Bailey-Morar,grocery_pos,123.9,F,Blairsden-Graeagle,CA,96103,1725,Chartered legal executive (England and Wales),4,1,1,1,51,0.6014481199280627,0,Legitimate,0.0384964349376114,0,Legitimate,Low,39.8127,-120.6405,39.229442,-120.493701
2019-01-01 04:24:41,fraud_McDermott-Weimann,grocery_pos,185.98,F,De Witt,AR,72042,5161,Electrical engineer,4,1,1,1,25,0.5084224135903138,0,Legitimate,0.0427619047619047,0,Legitimate,Low,34.2853,-91.3336,34.077371,-91.79756
2019-01-01 04:24:47,fraud_Bernhard Inc,gas_transport,56.61,F,Howes Cave,NY,12092,1304,Jewellery designer,4,1,1,1,48,0.6961833110187275,0,Legitimate,0.0334502164502164,0,Legitimate,Low,42.7045,-74.3648,43.237146,-73.916515
2019-01-01 04:25:51,fraud_Sporer Inc,gas_transport,57.47,F,Oolitic,IN,47451,1228,Counsellor,4,1,1,1,27,0.922166215596729,0,Legitimate,0.0381666666666666,0,Legitimate,Low,38.8938,-86.5246,39.005042,-85.60916800000001
2019-01-01 04:26:21,fraud_Corwin-Collins,gas_transport,50.16,F,Centerview,MO,64019,2368,Electronics engineer,4,1,1,1,29,0.4113525701609176,0,Legitimate,0.045595238095238,0,Legitimate,Low,38.7897,-93.8702,38.964313,-93.497747
2019-01-01 04:28:00,fraud_Welch Inc,misc_net,4.1,F,Eureka,IL,61530,6713,Archivist,4,1,1,1,73,0.8136419617946193,0,Legitimate,0.0548275058275058,0,Legitimate,Low,40.7152,-89.2706,40.020043,-89.693412
2019-01-01 04:28:15,fraud_Auer-West,shopping_net,2.67,M,Mallie,KY,41836,798,Facilities manager,4,1,1,1,92,0.4270457199094777,0,Legitimate,0.0665454545454545,0,Legitimate,Low,37.2692,-82.9161,37.622362,-82.676007
2019-01-01 04:29:14,fraud_Balistreri-Nader,misc_pos,22.88,F,Tomales,CA,94971,337,Occupational psychologist,4,1,1,1,64,1.2495304204740276,0,Legitimate,0.1896611111111111,0,Legitimate,Low,38.2427,-122.9145,39.060101,-121.969417
2019-01-01 04:29:18,"fraud_Boehm, Predovic and Reinger",misc_pos,9.59,M,Belmond,IA,50421,3032,Community pharmacist,4,1,1,1,54,0.838768574070337,0,Legitimate,0.0740869408369408,0,Legitimate,Low,42.8511,-93.62,43.280848,-94.340312
2019-01-01 04:32:09,fraud_Hudson-Ratke,grocery_pos,129.06,F,Shenandoah Junction,WV,25442,1925,Systems developer,4,1,1,1,52,0.6075814263421726,0,Legitimate,0.0287738095238095,0,Legitimate,Low,39.3716,-77.8229,39.21163,-78.409044
2019-01-01 04:32:24,fraud_Dibbert and Sons,entertainment,16.71,M,Mooresville,NC,28117,69793,Control and instrumentation engineer,4,1,1,1,65,0.7274477902509612,0,Legitimate,0.2432682872682872,0,Legitimate,Low,35.584,-80.8685,35.262871000000004,-80.21576999999999
2019-01-01 04:32:59,"fraud_Rippin, Kub and Mann",misc_net,6.0,F,Manville,WY,82227,241,Educational psychologist,4,1,1,1,38,0.7579553007961561,0,Legitimate,0.0604401154401154,0,Legitimate,Low,42.73,-104.7024,42.770247,-103.945514
2019-01-01 04:33:40,fraud_Mraz-Herzog,gas_transport,59.03,M,Farmington,NY,14425,10717,Cytogeneticist,4,1,1,1,66,0.6416091957570546,0,Legitimate,0.0552994227994228,0,Legitimate,Low,42.958,-77.3083,43.039468,-76.67188399999999
2019-01-01 04:34:51,"fraud_Lind, Huel and McClure",gas_transport,63.89,M,San Antonio,TX,78248,1595797,Exhibition designer,4,1,1,1,43,1.2164717014073954,0,Legitimate,0.0512857142857142,0,Legitimate,Low,29.5894,-98.5201,28.740953,-99.391846
2019-01-01 04:36:19,fraud_Kutch LLC,gas_transport,67.45,F,Steuben,ME,4680,1131,Make,4,1,1,1,59,0.5837179471568368,0,Legitimate,0.0607261904761904,0,Legitimate,Low,44.4971,-67.9503,44.384263,-68.52300799999999
2019-01-01 04:37:10,"fraud_Zieme, Bode and Dooley",gas_transport,42.14,F,Wilton,ND,58579,1190,"Designer, ceramics/pottery",4,1,1,1,70,0.9934884496842422,0,Legitimate,0.04903663003663,0,Legitimate,Low,47.1709,-100.7944,47.113866,-101.78625
2019-01-01 04:37:13,"fraud_Lind, Huel and McClure",gas_transport,55.81,F,May,TX,76857,1791,Corporate investment banker,4,1,1,1,53,0.9207280947250328,0,Legitimate,0.01,0,Legitimate,Low,31.9571,-98.9656,31.62308,-98.107596
2019-01-01 04:37:23,fraud_Eichmann-Russel,misc_pos,8.61,F,Bay Minette,AL,36507,19090,Science writer,4,1,1,1,89,0.8615949843354477,0,Legitimate,0.1529054834054834,0,Legitimate,Low,30.8635,-87.7644,31.702326,-87.567634
2019-01-01 04:37:51,"fraud_Rohan, White and Aufderhar",misc_net,2.73,F,Central,IN,47110,350,Counsellor,4,1,1,1,63,0.5512405945220247,0,Legitimate,0.0480595238095238,0,Legitimate,Low,38.097,-86.1723,37.997357,-86.71446
2019-01-01 04:38:19,fraud_Luettgen PLC,gas_transport,71.54,F,Armagh,PA,15920,922,Early years teacher,4,1,1,1,46,0.4954575445313182,0,Legitimate,0.068012987012987,0,Legitimate,Low,40.4603,-79.0097,40.921893,-79.189728
2019-01-01 04:39:20,fraud_Cummings LLC,gas_transport,51.75,F,North Tonawanda,NY,14120,45100,Ambulance person,4,1,1,1,25,0.7679270011049176,0,Legitimate,0.0550670995670995,0,Legitimate,Low,43.0498,-78.851,42.750385,-78.143849
2019-01-01 04:39:58,fraud_Conroy-Cruickshank,gas_transport,84.46,F,Edisto Island,SC,29438,2408,"Sales professional, IT",4,1,1,1,21,0.799563791787757,0,Legitimate,0.0729797979797979,0,Legitimate,Low,32.5486,-80.307,32.193417,-79.590657
